Term,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Gender,Sport,Tattoo,Facebook
F14,2,70inches,145 pounds,No,l,3,2,2,No,10,3.75,Nobel,60,0,M,No,No,600
F14,4,66inches,NA pounds,Occasionally,l,1,1,5,Yes,15,3.76,Nobel,76,2,F,No,No,1000
F14,2,68inches,150 pounds,No,r,1,1,5,No,5,3.5,Academy,NA,2,F,No,No,950
F14,2,69inches,155 pounds,No,r,1,1,12,No,5,3.4,Nobel,NA,4,F,Yes,No,2000
F14,2,70inches,170 pounds,No,r,1,2,10,No,2,3.56,Olympic,NA,0,M,No,No,700
F14,2,74inches,170 pounds,No,r,1,2,10,Planning,4,3.5,Olympic,NA,2,F,Yes,No,2000
F14,1,67inches,150 pounds,No,r,2,2,10,No,5,NA,Olympic,NA,0,M,No,No,1200
F14,2,69inches,150 pounds,Occasionally,r,2,3,8,No,10,2.7,Olympic,NA,0,M,No,No,800
F14,3,67inches,180 pounds,No,r,2,3,30,No,15,NA,Olympic,64,2,F,Yes,No,500
F14,2,71inches,143 pounds,No,r,2,2,30,No,4,2.5,Olympic,66,3,F,Yes,No,1000
F14,4,68inches,150 pounds,Occasionally,r,3,4,10,Yes,1,2.74,Nobel,69,0,M,No,No,1200
F14,2,75inches,195 pounds,No,r,2,2,8,Planning,6,2.8,Nobel,NA,0,M,Yes,No,1000
F14,1,65inches,135 pounds,No,l,1,2,14,No,5,NA,Olympic,72,8,F,Yes,No,1200
F14,2,72inches,155 pounds,No,l,1,2,20,No,5,2.6,Olympic,81,6,F,Yes,No,250
F14,2,63inches,123 pounds,No,r,1,1,25,No,10,3.81,Olympic,94,2,F,Yes,No,300
F14,2,71inches,170 pounds,Regular,r,2,2,3,No,20,3,Nobel,55,0,M,No,No,400
F14,2,66inches,156 pounds,No,l,1,1,3,No,10,3.4,Olympic,95,5,F,No,No,700
F14,2,73inches,149 pounds,No,r,1,1,20,No,14,3.05,Olympic,61,0,M,Yes,No,300
F14,1,69inches,170 pounds,No,r,2,1,12,No,3,NA,Olympic,62,0,M,Yes,No,1200
F14,1,70inches,150 pounds,No,r,1,2,10,No,8,NA,Olympic,50,0,M,Yes,No,300
F14,2,60inches,130 pounds,No,r,2,2,2,Planning,10,3.2,Nobel,60,5,F,No,Yes,400
F14,2,68inches,150 pounds,No,r,1,1,18,No,7,3.1,Olympic,56,2,F,Yes,No,600
F14,1,64inches,124 pounds,No,r,1,NA,18,No,6,NA,Olympic,55,2,F,Yes,NA,983
F14,2,64inches,130 pounds,No,r,1,2,4,No,5,3.24,Olympic,82,5,F,No,No,800
F14,2,72inches,185 pounds,No,l,2,2,10,No,20,3.37,Nobel,61,0,M,No,No,500
F14,2,59inches,145 pounds,No,r,3,4,7,No,4,2.9,Olympic,61,0,M,No,No,700
F14,1,75inches,170 pounds,No,r,1,1,7,No,3,NA,Olympic,54,0,M,No,No,500
F14,1,66inches,140 pounds,Occasionally,l,0,1,6,No,2,NA,Nobel,78,2,F,Yes,No,240
S15,2,70inches,130 pounds,No,r,1,1,2,No,0,3.83,Academy,78,2,F,No,No,200
S15,2,68inches,140 pounds,No,r,1,2,9,No,2,3.3,Nobel,112,2,F,No,Yes,2500
S15,2,63inches,115 pounds,No,l,2,3,0,No,2,3.25,Nobel,87,2,F,No,No,30
S15,1,68inches,160 pounds,No,r,3,4,13,No,6,3.1,Olympic,51,5,F,Yes,Yes,700
S15,2,62inches,125 pounds,No,r,4,3,4,No,10,3.5,Nobel,80,6,F,No,Yes,800
S15,1,53inches,135 pounds,No,r,1,2,3,No,6,3.4,Nobel,40,7,F,No,No,950
S15,2,66inches,130 pounds,No,r,1,1,6,No,10,3.15,Olympic,73,6,F,No,No,300
S15,1,67inches,135 pounds,No,r,1,2,10,No,10,3.6,Nobel,55,6,F,No,No,400
S15,2,73inches,187 pounds,No,r,2,2,13,No,20,2.92,Olympic,68,0,M,No,No,600
S15,4,72inches,153 pounds,No,r,1,1,3,No,7,3.68,Nobel,111,4,F,No,No,170
S15,1,64inches,113 pounds,No,r,1,1,12,No,5,3.4,Nobel,70,5,F,Yes,Yes,400
S15,3,64inches,148 pounds,No,r,6,7,3,No,2,3.75,Olympic,80,4,F,No,No,0
S15,2,69inches,160 pounds,No,r,1,2,14,No,0,3.4,Olympic,70,6,F,Yes,No,900
S15,2,60inches,119 pounds,No,r,3,2,12,No,1,3.5,Olympic,67,2,F,No,No,0
S15,1,64inches,120 pounds,No,r,2,2,7,No,4,2.5,Nobel,77,7,F,No,No,600
S15,2,55inches,160 pounds,No,r,2,2,5,No,7,3.22,Olympic,57,2,F,No,No,1000
S15,1,68inches,150 pounds,No,r,1,1,10,No,20,3.2,Olympic,78,0,M,No,No,705
S15,2,72inches,205 pounds,No,r,2,1,10,No,3,3,Olympic,72,0,M,Yes,No,1000
S15,2,71inches,186 pounds,No,r,2,3,15,No,5,3.38,Nobel,64,0,M,Yes,No,NA
S15,4,63inches,117 pounds,No,l,0,1,10,Yes,4,3.4,Nobel,77,2,F,No,No,600
S15,1,60inches,210 pounds,No,r,3,4,18,No,10,2.6,Olympic,59,0,M,Yes,No,500
S15,1,66inches,150 pounds,No,r,4,3,2,No,5,3.3,Nobel,79,2,F,No,No,300
S15,1,69inches,140 pounds,No,l,3,4,7,No,10,3.6,Olympic,60,7,F,No,No,600
S15,1,56inches,135 pounds,No,r,1,2,5,No,10,3,Nobel,77,4,F,No,No,250
S15,1,67inches,160 pounds,No,r,1,1,16,No,28,3.4,Olympic,64,0,M,No,No,800
S15,2,66inches,NA pounds,No,r,0,1,10,No,NA,3.5,Academy,75,7,F,No,No,17
S15,3,65inches,142 pounds,No,r,6,2,15,No,5,3.2,Nobel,63,0,M,Yes,No,650
S15,NA,63inches,140 pounds,No,r,3,3,2,No,4,NA,Nobel,63,4,F,No,No,250
S15,1,64inches,122 pounds,No,r,1,1,10,No,5,3.65,Olympic,76,2,F,No,Yes,350
S15,1,65inches,125 pounds,No,r,1,1,6,No,6,3.4,Academy,78,5,F,No,No,650
S15,1,62inches,140 pounds,No,r,6,3,10,No,5,3.5,Nobel,62,6,F,No,No,200
S15,2,72inches,155 pounds,No,l,0,1,12,No,6,3.41,Nobel,72,0,M,No,No,750
S15,1,70inches,146 pounds,No,r,1,1,18,No,25,3.6,Olympic,70,0,M,Yes,No,300
S15,4,60inches,120 pounds,No,r,0,NA,0,No,1,3.34,Nobel,73,1,NA,No,No,600
S15,1,66inches,115 pounds,No,r,3,4,5,No,25,3.8,Academy,80,2,F,No,No,300
S15,1,77inches,195 pounds,No,r,11,10,7,No,20,2.9,Nobel,69,2,M,No,No,800
S15,2,74inches,193 pounds,No,r,2,1,10,No,8,3.2,Olympic,50,0,M,Yes,No,200
S15,2,70inches,155 pounds,No,r,1,1,9,Planning,6,3.06,Academy,63,0,M,No,Yes,800
S15,1,69inches,154 pounds,No,r,2,3,0,No,8,2.84,Nobel,67,0,M,No,No,134
S15,1,69inches,170 pounds,No,r,1,2,3,No,25,3.51,Nobel,59,0,F,No,No,350
S15,2,65inches,180 pounds,No,r,1,1,5,No,10,3.4,Nobel,45,7,F,No,No,1300
S15,1,68inches,160 pounds,No,r,1,2,7,Planning,10,3.44,Nobel,65,0,M,Yes,No,900
S15,1,68inches,155 pounds,No,r,0,1,8,No,2,NA,Olympic,44,2,F,Yes,No,504
S15,1,66inches,143 pounds,No,r,0,1,4,No,4,4,Nobel,83,2,F,Yes,No,850
S15,1,66inches,138 pounds,No,r,2,1,2,No,8,3.34,Nobel,46,1,F,No,No,600
S15,1,61inches,125 pounds,No,l,2,2,3,No,2,3.86,Olympic,73,1,F,No,No,650
S15,1,70inches,200 pounds,No,r,1,1,4,No,20,2.75,Nobel,50,0,M,No,No,300
S15,1,70inches,187 pounds,No,r,3,1,16,No,3,2.84,Nobel,55,0,M,Yes,No,556
S15,1,65inches,135 pounds,No,r,1,1,6,No,3,NA,Olympic,81,3,F,No,No,1000
S15,1,70inches,135 pounds,No,r,1,1,16,No,14,3.01,Olympic,60,0,M,Yes,No,0
S15,1,71inches,173 pounds,No,r,2,3,27,No,6,3.4,Olympic,70,0,M,Yes,Yes,1000
S15,1,68inches,155 pounds,No,r,1,2,12,No,10,NA,Nobel,68,0,M,Yes,No,800
S15,1,69inches,170 pounds,No,r,2,2,12,No,20,2.9,Olympic,55,0,M,Yes,No,NA
S15,1,71inches,145 pounds,No,r,1,2,20,No,8,3.03,Olympic,52,0,M,Yes,No,450
S15,1,71inches,165 pounds,No,r,0,1,14,Planning,1,3.4,Olympic,50,6,F,Yes,No,1000
S15,1,67inches,145 pounds,No,r,0,1,NA,NA,10,3,Olympic,NA,0,M,NA,No,0
S15,3,67inches,135 pounds,No,l,2,2,5,No,2,3.5,Olympic,80,2,F,No,No,860
S15,1,75inches,205 pounds,No,l,2,2,10,No,5,2.5,Olympic,96,0,M,Yes,No,750
S15,1,71inches,162 pounds,No,r,1,2,6,No,4,3.75,Nobel,82,0,M,Yes,No,600
S15,1,71inches,217 pounds,No,r,1,2,10,No,10,3.3,Olympic,60,0,M,Yes,No,1200
S15,2,66inches,135 pounds,No,r,1,2,2,No,1,3.4,Nobel,60,5,F,No,No,1200
S15,1,72inches,185 pounds,No,r,2,3,NA,No,9,2.75,Nobel,60,0,M,Yes,No,800
S15,1,77inches,174 pounds,No,r,1,1,6,No,6,3.61,Nobel,68,0,M,Yes,No,160
S15,2,74inches,200 pounds,No,r,2,2,4,Yes,2,3,Olympic,64,0,M,No,No,1000
S15,1,70inches,165 pounds,No,r,3,2,5,No,5,3.11,Olympic,46,0,M,No,No,1700
S15,2,60inches,155 pounds,No,r,1,2,12,No,3,2.91,Olympic,86,2,M,Yes,Yes,1500
S15,2,63inches,120 pounds,No,r,2,1,6,No,7,3,Nobel,76,5,F,Yes,No,900
S15,1,73inches,245 pounds,No,r,1,1,8,No,5,2.1,Olympic,60,0,M,Yes,No,500
S15,2,70inches,180 pounds,No,l,7,5,5,No,7,2.9,Nobel,60,2,M,Yes,Yes,3000
S15,1,60inches,120 pounds,No,r,2,NA,NA,No,7,NA,Academy,60,2,NA,Yes,No,600
S15,1,62inches,120 pounds,No,r,3,3,2,No,1,3.6,Nobel,54,4,F,No,No,600
S15,2,66inches,135 pounds,No,r,0,1,6,Yes,5,3.75,Olympic,64,5,F,No,No,800
S15,1,70inches,170 pounds,No,r,1,1,8,Planning,4,3.64,Olympic,58,0,M,No,No,400
S15,1,70inches,265 pounds,No,l,1,1,7,No,21,3.1,Olympic,84,0,M,No,No,1200
S15,1,67inches,116 pounds,Regular,r,3,4,10,No,3,3.4,Nobel,72,2,F,No,No,450
S15,1,68inches,150 pounds,No,r,2,2,14,No,8,3.5,Olympic,58,6,F,Yes,No,601
S15,1,63inches,115 pounds,No,r,1,2,0,No,2,3,Nobel,86,4,F,No,No,0
S15,2,66inches,130 pounds,No,r,2,3,7,Yes,2,3.25,Olympic,34,5,F,Yes,No,500
S15,1,60inches,119 pounds,No,r,2,3,2,No,3,2.98,Nobel,74,7,F,No,No,1000
S15,2,70inches,170 pounds,No,r,1,2,21,Planning,15,2.8,Olympic,76,0,M,Yes,No,1100
S15,1,70inches,165 pounds,No,r,0,1,10,No,30,2.9,Academy,54,0,M,No,No,600
S15,1,65inches,150 pounds,No,r,0,1,4,No,3,2.66,Nobel,80,0,F,No,No,50
S15,1,63inches,115 pounds,No,r,2,3,6,No,10,3.4,Nobel,80,0,M,No,No,100
S15,1,NAinches,NA pounds,No,r,0,1,NA,No,7,3.06,Academy,70,2,F,No,No,NA
S15,1,NAinches,NA pounds,No,r,0,1,2,No,0,3.3,NA,82,0,M,No,No,NA
S15,1,64inches,NA pounds,No,r,3,4,4,No,16,2.8,Academy,84,3,F,Yes,No,600
S15,1,67inches,182 pounds,No,l,3,3,4,No,7,2,Olympic,52,1,M,NA,No,390
S15,1,71inches,127 pounds,No,r,1,2,NA,No,16,NA,Academy,84,4,F,No,No,NA
S15,1,66inches,125 pounds,No,r,2,3,20,No,28,3.49,Academy,66,2,F,Yes,No,1200
S15,1,60inches,135 pounds,No,l,1,1,5,No,21,3,Olympic,66,4,F,Yes,No,1000
S15,1,NAinches,NA pounds,No,r,1,1,NA,No,NA,NA,Academy,70,2,F,No,No,NA
S15,1,60inches,150 pounds,No,r,1,2,10,No,2,3.5,Olympic,56,3,F,Yes,No,800
S15,2,70inches,180 pounds,No,r,6,6,10,No,6,3.44,Nobel,74,0,M,Yes,No,700
S15,2,72inches,180 pounds,No,r,2,1,10,Yes,20,3.1,Olympic,80,0,M,No,No,1300
S15,2,68inches,155 pounds,No,r,2,2,8,Yes,3,2.8,Olympic,64,2,F,No,No,1000
S15,2,72inches,195 pounds,No,r,1,1,10,Planning,10,3.23,Olympic,66,0,M,Yes,No,2000
S15,2,63inches,118 pounds,No,r,8,2,6,No,1,3.8,Nobel,50,2,F,No,No,120
S15,2,72inches,195 pounds,No,r,1,2,10,No,10,NA,Olympic,62,0,M,Yes,Yes,900
S15,2,66inches,155 pounds,No,r,2,2,4,Yes,4,3.16,Olympic,60,2,F,No,No,700
S15,2,66inches,NA pounds,No,r,2,3,8,Planning,7,NA,Olympic,84,2,F,No,No,1300
S15,1,62inches,130 pounds,No,r,1,2,5,Planning,3,2.73,Olympic,44,7,F,No,No,260
S15,2,NAinches,NA pounds,No,r,0,1,5,No,7,3,Nobel,82,0,F,No,No,NA
S15,2,73inches,180 pounds,No,r,2,2,5,No,8,3.1,Nobel,68,0,M,No,No,950
S15,1,72inches,150 pounds,No,l,6,5,12,No,5,3.21,Olympic,50,0,M,Yes,No,800
S15,1,63inches,NA pounds,No,r,3,4,5,No,3,3,Nobel,48,2,F,Yes,No,300
S15,1,67inches,121 pounds,No,r,0,1,4,No,3,3.33,Olympic,50,6,F,No,No,650
S15,3,NAinches,192 pounds,No,NA,NA,NA,14,NA,1,3.2,Olympic,60,NA,M,NA,No,NA
S15,1,72inches,240 pounds,No,r,1,2,10,No,10,2.75,Academy,68,0,M,Yes,No,1000
S15,4,72inches,165 pounds,Regular,r,1,2,1,No,10,2.57,Academy,84,0,M,No,No,0
S15,1,68inches,145 pounds,No,r,1,2,7,No,12,3,Academy,74,0,M,No,No,1400
S15,1,74inches,157 pounds,No,r,2,2,3,Planning,20,2.98,Olympic,64,0,M,No,No,800
S15,1,66inches,125 pounds,No,l,2,1,7,Planning,5,3.33,Academy,NA,2,F,No,No,400
S15,1,62inches,115 pounds,No,r,3,3,NA,No,20,3,Academy,NA,3,F,No,No,1320
S15,1,69inches,118 pounds,No,r,0,1,6,Planning,10,3.28,Academy,73,4,F,No,No,600
S15,1,68inches,175 pounds,Occasionally,r,2,2,4,No,10,3.2,Olympic,70,0,M,No,No,1100
S15,1,71inches,170 pounds,No,r,1,1,5,No,3,3,Olympic,36,0,M,No,No,600
S15,1,63inches,133 pounds,No,r,0,1,4,Planning,6,3.25,Nobel,60,2,F,No,No,300
S15,1,62inches,115 pounds,No,r,3,3,NA,No,20,3,Academy,61,3,F,No,No,1320
S15,4,71inches,200 pounds,No,r,1,1,3,No,5,3.4,Nobel,74,0,M,No,No,500
S15,3,72inches,172 pounds,No,r,3,4,10,No,3,3.3,Nobel,78,0,M,No,No,600
S15,1,66inches,150 pounds,No,r,1,1,14,No,0,3.91,Olympic,64,4,F,Yes,No,1200
S15,4,66inches,152 pounds,No,r,1,2,5,No,3,3.4,Nobel,69,5,F,No,Yes,1000
S15,2,62inches,115 pounds,No,r,4,1,7,No,3,3.8,Olympic,67,1,F,No,No,250
S15,3,74inches,165 pounds,No,r,1,2,17,No,2,2.86,Olympic,55,0,M,Yes,No,600
S15,1,64inches,134 pounds,No,r,0,1,8,No,4,3.3,Nobel,70,6,F,No,No,0
S15,1,72inches,165 pounds,No,r,4,4,10,No,1,NA,Olympic,53,0,M,Yes,No,NA
S15,1,71inches,190 pounds,No,r,1,1,9,Planning,15,3.75,Olympic,51,0,M,No,No,1000
S15,2,70inches,180 pounds,No,l,1,2,7,No,5,3.3,Olympic,70,0,M,Yes,Yes,400
S15,2,75inches,195 pounds,Occasionally,r,1,1,7,No,3,2.75,Academy,97,0,M,No,No,700
S15,2,67inches,140 pounds,No,r,2,1,8,No,8,3.3,Academy,60,2,F,No,No,300
S15,1,72inches,160 pounds,No,l,2,3,11,No,1,2.95,Olympic,71,0,M,Yes,No,600
S15,2,63inches,135 pounds,No,r,4,2,16,No,10,2.9,Olympic,44,14,F,Yes,No,2000
S15,1,66inches,150 pounds,No,r,1,1,4.5,No,5,3.5,Nobel,71,4,F,Yes,No,300
S15,1,66inches,125 pounds,No,r,1,1,6,No,7,2.87,Olympic,100,5,F,No,No,450
S15,1,69inches,200 pounds,No,r,5,4,8,No,15,2.74,Nobel,NA,0,M,No,No,120
S15,2,65inches,135 pounds,No,r,2,3,1,No,2,3.3,Nobel,70,0,F,No,No,500
S15,1,68inches,NA pounds,No,r,3,1,5,Planning,5,3.5,Olympic,83,1,F,No,No,800
S15,2,72inches,202 pounds,No,r,1,1,7,No,30,3.23,Nobel,68,0,M,Yes,No,500
S15,1,72inches,250 pounds,No,r,1,1,13,No,5,NA,Olympic,NA,0,M,Yes,No,NA
S15,3,71inches,175 pounds,No,r,3,1,12,Yes,3,3.6,Olympic,57,0,M,No,No,1105
S15,2,66inches,145 pounds,No,r,1,2,7,Planning,2,3.25,Olympic,88,5,F,No,Yes,1893
S15,1,72inches,180 pounds,No,r,1,1,16,No,10,3.4,Olympic,66,0,M,Yes,No,800
S15,1,74inches,190 pounds,No,r,0,1,11,No,22,3.75,Olympic,64,0,M,Yes,No,900
S15,3,68inches,150 pounds,No,r,0,1,10,No,15,3,Olympic,65,0,M,Yes,No,1300
S15,1,64inches,104 pounds,No,r,1,1,10,No,7,3.56,Academy,66,2,F,Yes,No,600
S15,1,77inches,240 pounds,No,r,2,3,12,No,2,3.25,Olympic,NA,0,M,No,No,1000
S15,1,66inches,137 pounds,No,r,1,1,15,Planning,4,3,Olympic,72,5,F,No,No,500
S15,1,65inches,172 pounds,No,r,3,4,10,No,12,3.58,Olympic,72,0,M,Yes,No,350
S15,1,66inches,157 pounds,No,r,1,2,15,No,4,3.46,Olympic,80,5,F,Yes,Yes,300
S15,1,64inches,132 pounds,No,r,2,2,6,No,14,3.51,Nobel,72,6,F,No,No,600
S15,1,68inches,160 pounds,No,l,1,2,5,No,7,3,Olympic,61,0,M,No,No,650
S15,1,72inches,180 pounds,No,r,NA,NA,8,No,1,2.9,Olympic,60,2,M,Yes,No,1000
S15,1,71inches,176 pounds,No,r,2,2,10,No,10,3.28,Olympic,80,0,M,Yes,No,NA
S15,1,70inches,190 pounds,No,r,1,2,20,No,10,3.08,Olympic,NA,0,M,Yes,Yes,1000
S15,1,72inches,168 pounds,No,l,2,3,3,Planning,3,3.4,Nobel,74,0,M,No,No,1100
S15,1,64inches,160 pounds,No,r,1,1,6.5,No,13,3.29,Olympic,78,6,F,No,Yes,0
S15,1,64inches,136 pounds,No,r,1,2,15,No,8,3.5,Olympic,80,2,F,Yes,No,1000
S15,1,72inches,156 pounds,No,r,3,1,28,No,14,3.5,Olympic,72,0,M,Yes,No,1112
S15,1,79inches,265 pounds,No,r,1,1,15,No,30,3.03,Olympic,75,0,M,Yes,No,600
S15,1,59inches,124 pounds,No,r,4,2,15,No,1,2.78,Olympic,68,5,F,Yes,No,2000
S15,1,63inches,105 pounds,No,r,0,1,10,No,1,3.78,Olympic,60,2,F,Yes,No,800
S15,1,72inches,175 pounds,No,r,2,3,14,No,0,2.9,Olympic,72,0,M,No,No,835
S15,1,63inches,145 pounds,No,r,1,1,3,No,2,4,Nobel,72,2,F,No,No,23
S15,1,66inches,127 pounds,No,r,1,1,3,No,10,3.4,Nobel,75,2,F,No,No,900
S15,1,70inches,168 pounds,No,l,1,2,5,Planning,14,3,Nobel,72,0,M,No,No,1500
S15,3,65inches,126 pounds,No,r,1,2,12,No,2,3.47,Nobel,49,2,F,Yes,No,800
S15,1,74inches,184 pounds,No,r,2,1,15,No,12,2.8,Olympic,71,0,M,Yes,No,1000
S15,2,60inches,150 pounds,No,r,4,3,5,No,2,2.54,Nobel,48,0,M,No,No,500
S15,NA,74inches,188 pounds,No,r,1,1,10,No,5,3.3,Olympic,68,0,M,No,No,700
S15,1,68inches,135 pounds,No,r,1,1,14,Planning,10,3,Olympic,80,2,F,Yes,No,0
S15,1,71inches,190 pounds,No,r,3,2,7,No,3,3.1,Olympic,70,0,M,Yes,No,800
S15,1,63inches,125 pounds,No,r,2,1,10,Planning,7,3.6,Olympic,56,1,F,Yes,No,600
S15,1,63inches,145 pounds,No,r,1,1,6,No,12,3.25,Nobel,100,3,F,No,No,1000
S15,4,66inches,125 pounds,No,r,1,1,25,No,10,3.7,Olympic,60,3,F,Yes,Yes,1800
S15,1,73inches,170 pounds,No,r,2,3,5,No,2,3.72,Nobel,60,0,M,No,No,1200
S15,1,64inches,170 pounds,No,r,1,2,3,Planning,7,3.39,Nobel,60,6,F,No,No,500
S15,1,70inches,153 pounds,No,r,1,2,10,No,7,3.5,Olympic,70,0,M,Yes,No,500
S15,1,65inches,115 pounds,No,r,2,2,4,No,7,3.12,Olympic,85,0,F,No,No,500
S15,1,73inches,170 pounds,No,r,2,2,10,No,15,3.1,Olympic,72,0,NA,No,No,600
S15,1,66inches,145 pounds,No,l,1,1,12,No,5,2.9,Nobel,NA,3,F,Yes,No,670
S15,3,70inches,202 pounds,No,r,1,2,24,No,30,3.31,Olympic,72,0,M,Yes,Yes,420
S15,1,63inches,138 pounds,No,r,3,1,7,No,28,3.61,Academy,56,8,F,No,No,500
S15,1,68inches,190 pounds,No,r,1,1,4,No,2,3.5,Olympic,72,2,F,No,No,700
S15,1,73inches,200 pounds,Occasionally,r,1,1,20,Planning,14,2.3,Nobel,56,0,M,Yes,No,1300
S15,2,65inches,120 pounds,No,r,0,1,9,No,5,NA,Olympic,65,2,F,No,No,NA
S15,1,67inches,130 pounds,No,r,3,4,6,No,6,3.63,Olympic,48,2,F,Yes,No,1000
S15,1,69inches,146 pounds,No,l,1,2,5,No,5,NA,Nobel,80,5,F,No,Yes,400
S15,1,64inches,210 pounds,No,r,1,1,0,No,6,2.5,Nobel,118,3,F,No,No,400
S15,4,64inches,245 pounds,No,r,1,1,3,Yes,3,3.64,Nobel,67,5,F,No,Yes,350
S15,1,68inches,147 pounds,No,l,3,3,20,No,7,2.35,NA,67,4,NA,NA,No,600
S15,1,67inches,150 pounds,No,r,2,1,8,No,10,3.1,Nobel,84,1,M,No,No,729
S15,NA,73inches,180 pounds,Occasionally,r,1,2,5,No,0,NA,NA,84,0,M,No,No,400
S15,2,64inches,120 pounds,No,r,0,1,7,No,5,3.4,Nobel,81,3,F,No,No,500
S15,2,74inches,225 pounds,No,r,4,1,6,No,4,2.5,Nobel,52,0,M,Yes,No,1045
S15,1,71inches,158 pounds,No,r,3,1,10,No,8,4,Nobel,66,0,F,Yes,No,500
S15,1,71inches,200 pounds,Occasionally,r,1,2,12,Planning,2,3.3,Olympic,52,NA,M,Yes,No,1000
F15,1,70inches,145 pounds,No,r,3,3,12,No,2,NA,Academy,78,0,M,Yes,No,1143
F15,2,66inches,100 pounds,No,r,1,1,15,Planning,0,3.5,Nobel,50,0,F,No,No,2000
F15,1,71inches,180 pounds,No,r,1,2,9,No,4,NA,Nobel,52,0,M,No,No,900
F15,3,65inches,150 pounds,No,r,1,2,5,Yes,5,3.6,Olympic,77,9,F,No,No,350
F15,2,73inches,205 pounds,Occasionally,r,0,1,15,No,15,3.25,Olympic,70,0,M,Yes,No,1000
F15,2,64inches,130 pounds,No,r,2,3,20,No,2,3.87,Nobel,64,6,F,Yes,No,1000
F15,1,72inches,152 pounds,No,r,1,1,28,No,7,NA,Olympic,67,2,M,Yes,No,500
F15,1,70inches,135 pounds,No,l,1,1,10,No,3,NA,Nobel,45,4,F,Yes,No,900
F15,2,73inches,220 pounds,No,r,1,2,12,Planning,5,3.27,Olympic,60,0,M,No,Yes,774
F15,3,69inches,235 pounds,No,r,2,1,12,No,5,3.53,Academy,67,0,M,No,No,1200
F15,1,75inches,162 pounds,No,r,3,4,0,No,3,NA,Nobel,108,0,M,No,No,105
F15,1,64inches,125 pounds,No,r,2,2,5,No,3,NA,Academy,73,4,F,No,No,250
F15,1,72inches,235 pounds,No,r,1,1,10,No,4,NA,Olympic,60,0,M,Yes,No,800
F15,1,69inches,146 pounds,No,r,1,1,4,No,9,NA,Academy,75,0,M,No,No,360
F15,2,70inches,NA pounds,No,r,0,1,5,No,4,3.5,Academy,50,2,M,No,No,150
F15,2,69inches,178 pounds,No,r,0,1,14,No,7,3.38,Olympic,59,0,F,Yes,Yes,0
F15,2,71inches,118 pounds,No,r,1,1,10,No,14,3.7,Nobel,80,2,F,Yes,No,0
F15,2,65inches,140 pounds,No,r,1,2,1.5,No,10,3.4,Academy,70,0,M,No,No,500
F15,3,68inches,130 pounds,No,r,2,2,11,No,5,3.8,Nobel,61,3,F,No,Yes,700
F15,4,70inches,145 pounds,No,r,2,3,10,No,8,3.45,Olympic,79,0,M,Yes,No,650
F15,2,64inches,124 pounds,No,l,3,3,13,No,8,3,Academy,78,10,F,No,Yes,150
F15,3,69inches,145 pounds,No,r,1,2,8,No,1,3.4,Nobel,53,0,M,No,No,500
F15,3,64inches,125 pounds,No,r,0,1,6,No,2,3.8,Nobel,69,2,F,No,No,450
F15,1,64inches,130 pounds,No,r,9,5,15,No,5,NA,Nobel,90,1,F,No,No,500
F15,2,61inches,118 pounds,No,r,1,1,5,No,2,3.4,Nobel,70,2,F,Yes,No,600
F15,2,72inches,155 pounds,No,r,1,1,20,No,15,3.75,Olympic,62,0,M,Yes,No,500
F15,1,70inches,165 pounds,No,r,1,NA,1,No,10,NA,Academy,65,0,M,No,No,80
F15,2,63inches,100 pounds,No,r,0,1,6,No,1,3.2,Nobel,NA,0,F,No,No,5
F15,3,67inches,160 pounds,No,r,2,1,7,No,20,2.5,Olympic,65,0,M,No,No,600
F15,2,68inches,198 pounds,No,r,1,2,9,No,7,2.9,Olympic,40,0,M,Yes,Yes,500
F15,3,75inches,210 pounds,No,r,1,2,7,Yes,3,3.8,Nobel,64,0,M,No,No,1500
F15,3,75inches,195 pounds,No,r,1,2,15,No,20,2.8,Olympic,35,0,M,No,No,250
F15,1,74inches,175 pounds,No,r,2,3,10,No,5,NA,Olympic,82,0,M,Yes,No,500
F15,1,71inches,130 pounds,No,r,2,2,18,No,5,NA,Olympic,72,0,M,Yes,No,0
F15,4,65inches,170 pounds,No,r,1,1,5,Yes,10,3.27,Nobel,67,7,F,No,Yes,870
F15,1,64inches,140 pounds,No,r,3,3,7,No,6,NA,Olympic,64,6,F,No,No,1000
F15,2,66inches,142 pounds,No,r,0,NA,14,No,7,2.6,Olympic,66,0,F,Yes,No,400
F15,1,68inches,158 pounds,No,r,1,2,9,No,5,NA,Olympic,52,0,M,No,No,750
F15,2,64inches,110 pounds,No,r,2,1,14,Planning,3,3,Nobel,78,5,F,No,No,600
F15,3,71inches,153 pounds,No,r,3,4,4,No,9,3.1,Nobel,56,4,F,No,No,580
F15,2,74inches,195 pounds,No,l,1,NA,14,No,21,2.99,NA,68,0,M,Yes,No,600
F15,2,68inches,160 pounds,No,r,2,3,11,No,5,3.68,Olympic,52,2,F,Yes,No,550
F15,3,64inches,130 pounds,No,r,1,1,6,No,4,3.1,Olympic,72,3,F,No,No,300
F15,2,67inches,120 pounds,No,r,1,2,8,No,4,3.25,Olympic,67,3,F,No,No,500
F15,2,60inches,140 pounds,Occasionally,r,1,1,7,No,0,3.7,Nobel,65,4,F,No,No,950
