Term,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Gender,Sport,Tattoo,Facebook
F15,3,72inches,171 pounds,No,l,1,1,20,No,16,2.3,Olympic,62,0,M,Yes,No,600
F15,4,63inches,105 pounds,No,r,0,1,3,No,5,3.83,Nobel,84,2,F,No,No,230
F15,3,69inches,175 pounds,No,r,0,1,5,No,10,3,Nobel,70,0,M,No,No,800
F15,2,60inches,120 pounds,No,r,1,1,13,Planning,3,3,Academy,72,2,F,Yes,No,800
F15,1,63inches,120 pounds,No,r,2,2,8,No,4,NA,Olympic,80,5,F,No,No,80
F15,1,71inches,155 pounds,No,l,1,2,10,No,8,NA,Olympic,64,0,M,No,No,900
F15,1,68inches,140 pounds,No,r,2,1,7,No,3,NA,Olympic,63,2,F,No,No,300
F15,1,71inches,160 pounds,No,r,2,3,3,No,4,NA,Nobel,87,0,M,No,No,150
F15,1,69inches,145 pounds,No,r,3,3,4,No,8,NA,Olympic,48,0,M,No,No,105
F15,2,NAinches,110 pounds,No,r,0,1,2,No,2,3.96,Academy,86,0,F,No,No,NA
F15,1,71inches,170 pounds,No,r,1,1,NA,No,4,NA,Olympic,59,0,M,No,No,NA
F15,3,67inches,180 pounds,No,l,1,1,12,No,12,NA,Olympic,94,0,M,No,Yes,400
F15,2,70inches,155 pounds,No,r,1,1,16,No,5,3,Academy,52,0,M,Yes,No,2600
F15,2,64inches,NA pounds,No,l,2,2,3,Planning,14,3.01,Academy,68,3,F,No,No,1000
F15,1,78inches,185 pounds,Occasionally,r,2,1,20,No,10,2.8,NA,60,4,M,Yes,Yes,1250
F15,3,70inches,175 pounds,No,r,4,1,15,Yes,40,3.2,Academy,70,0,M,No,Yes,2000
F15,2,70inches,170 pounds,No,r,6,5,20,No,10,3,Olympic,64,0,M,Yes,Yes,700
F15,3,68inches,130 pounds,No,r,1,2,5,Yes,7,3.1,Olympic,76,5,F,No,No,1000
F15,1,72inches,180 pounds,No,r,3,1,20,No,10,2.87,Olympic,66,0,M,Yes,No,NA
F15,2,67inches,148 pounds,No,r,2,1,14,No,5,3.4,Olympic,70,0,M,Yes,No,1000
F15,1,69inches,158 pounds,No,r,4,4,8,No,5,NA,Olympic,60,0,M,No,No,1200
F15,2,67inches,132 pounds,No,r,1,2,14,No,7,2.75,Olympic,80,0,M,Yes,No,500
F15,1,72inches,200 pounds,No,r,3,1,NA,No,15,NA,Olympic,64,0,M,Yes,No,520
F15,3,NAinches,185 pounds,No,r,3,2,12,No,5,3.1,Nobel,60,0,M,Yes,No,1200
F15,2,60inches,100 pounds,No,r,4,3,10,No,2,2.6,Nobel,60,0,F,Yes,No,1000
F15,1,67inches,130 pounds,No,r,1,2,25,No,1,NA,Olympic,64,2,F,Yes,No,630
F15,3,65inches,128 pounds,No,r,1,2,1,No,12,3.41,Nobel,70,2,F,No,No,300
F15,1,72inches,150 pounds,No,r,1,2,20,Planning,5,NA,Olympic,66,0,M,No,No,1400
F15,3,70inches,210 pounds,No,l,1,2,8,No,40,2.8,Olympic,70,0,M,No,No,800
F15,1,73inches,180 pounds,No,r,1,1,15,No,4,NA,Olympic,54,0,M,Yes,No,500
F15,3,72inches,175 pounds,No,r,1,1,14,No,8,2.98,Olympic,56,0,M,Yes,No,0
F15,2,65inches,150 pounds,No,r,1,2,15,No,5,3,Olympic,80,2,F,Yes,No,300
F15,2,68inches,160 pounds,No,r,3,3,5,No,4,3.4,Olympic,78,0,M,No,No,NA
F15,1,73inches,190 pounds,No,r,3,2,5,No,3,NA,Nobel,66,0,M,No,No,NA
F15,1,60inches,NA pounds,No,r,2,2,12,No,15,NA,Academy,44,8,F,No,Yes,200
F15,2,70inches,135 pounds,No,r,1,2,15,No,5,3.6,Academy,66,0,M,No,No,2000
F15,2,64inches,125 pounds,No,r,4,2,4,No,10,3.15,Nobel,84,2,F,No,No,400
F15,1,68inches,150 pounds,No,r,0,1,1,Planning,10,NA,Nobel,75,0,M,No,No,1000
F15,2,NAinches,NA pounds,Occasionally,l,4,1,10,No,5,3.45,Nobel,68,4,F,Yes,No,NA
F15,1,NAinches,110 pounds,No,r,1,2,8,No,0,NA,Olympic,76,0,F,Yes,Yes,0
F15,3,67inches,NA pounds,No,r,1,1,5,No,10,3.9,Nobel,72,2,F,No,No,1500
F15,2,59inches,147 pounds,No,r,1,1,4,Planning,0,3.26,Academy,62,0,M,No,No,600
F15,2,64inches,125 pounds,Occasionally,r,2,1,0,No,8,1.89,Nobel,80,3,F,No,Yes,NA
F15,1,68inches,145 pounds,No,l,1,1,10,No,7,NA,Academy,64,0,M,Yes,No,450
F15,2,54inches,130 pounds,No,l,2,2,10,No,5,3.2,Olympic,74,5,F,Yes,No,250
F15,2,70inches,218 pounds,No,r,1,1,15,No,6,3,Olympic,66,2,F,Yes,No,600
F15,1,71inches,160 pounds,No,r,3,4,5,No,5,NA,Nobel,62,0,M,No,No,700
F15,2,73inches,170 pounds,No,l,1,1,15,No,5,2.7,Olympic,62,0,M,Yes,No,1000
F15,4,62inches,130 pounds,No,r,4,4,7,No,12,3.63,Nobel,84,4,F,No,No,350
F15,2,68inches,160 pounds,No,r,1,2,NA,Planning,10,3.33,Nobel,78,5,M,NA,Yes,NA
F15,1,62inches,113 pounds,No,l,2,1,12,No,0,NA,Nobel,68,2,F,Yes,No,900
F15,3,70inches,170 pounds,No,r,2,2,7,No,7,3,Olympic,56,0,M,No,No,700
F15,1,66inches,130 pounds,No,r,5,3,35,No,4,NA,Olympic,60,2,F,Yes,No,1200
F15,3,73inches,165 pounds,No,r,1,2,14,No,2,3.4,Olympic,64,0,M,Yes,No,500
F15,2,69inches,165 pounds,No,r,2,1,30,Planning,1,3,Olympic,70,NA,M,Yes,No,2500
F15,2,68inches,160 pounds,No,l,2,1,10,Planning,6,2.7,Academy,60,0,M,No,No,400
F15,2,71inches,160 pounds,No,r,1,1,9,No,10,NA,Olympic,84,0,M,Yes,No,NA
F15,2,67inches,170 pounds,No,r,1,2,0,No,10,3.3,Nobel,70,2,F,No,No,200
F15,1,75inches,220 pounds,No,r,1,2,6,No,3,NA,Nobel,58,0,M,No,No,35
F15,1,69inches,195 pounds,No,r,4,1,10,No,10,3.1,Academy,62,NA,M,Yes,No,1000
F15,3,66inches,155 pounds,No,r,3,3,NA,No,NA,3,Nobel,64,5,F,No,Yes,800
F15,2,72inches,177 pounds,No,r,1,1,2,No,21,3.5,Academy,84,0,M,No,No,150
F15,1,66inches,137 pounds,No,NA,1,2,12,No,3,3.6,Academy,54,5,F,No,No,500
F15,3,68inches,130 pounds,No,r,4,5,2,Yes,7,2.77,Academy,77,3,F,No,No,NA
F15,2,78inches,150 pounds,No,r,3,3,3,Planning,3,3,Olympic,85,5,F,Yes,No,600
F15,1,66inches,140 pounds,No,r,2,2,6,Planning,6,NA,Academy,69,6,F,No,No,1200
F15,2,75inches,180 pounds,No,r,1,1,15,No,2,3.25,Olympic,65,0,M,Yes,No,600
F15,2,66inches,220 pounds,No,r,0,1,11,No,5,2.6,Olympic,110,9,F,No,No,577
F15,3,70inches,205 pounds,No,r,1,1,16,No,5,2.67,Olympic,91,0,M,Yes,No,505
F15,2,NAinches,NA pounds,No,r,0,1,7,No,6,3.5,Nobel,78,2,F,No,No,80
F15,1,65inches,125 pounds,No,r,1,2,5,No,4,NA,Olympic,56,5,F,No,No,400
F15,1,75inches,160 pounds,No,NA,2,2,14,No,14,NA,Olympic,63,0,M,Yes,No,300
F15,1,67inches,145 pounds,No,r,3,3,3,No,6,NA,Olympic,70,0,M,No,No,1200
F15,2,66inches,115 pounds,No,r,2,1,14,No,7,3.25,Olympic,69,5,F,No,No,0
F15,3,68inches,135 pounds,No,r,1,2,3,No,20,2.5,Nobel,83,7,F,No,No,300
F15,1,64inches,105 pounds,No,l,3,1,1,No,3,NA,Nobel,86,8,F,No,Yes,300
F15,2,64inches,160 pounds,No,l,2,3,18,No,1,2.5,Olympic,60,3,F,Yes,Yes,300
F15,2,62inches,119 pounds,No,r,3,2,3,No,7,3.3,Academy,59,2,F,No,No,0
F15,3,NAinches,116 pounds,No,r,1,2,0,No,4,3.48,Nobel,79,2,F,No,No,600
F15,2,68inches,155 pounds,Occasionally,r,0,1,5,No,0,2.5,Olympic,74,5,F,No,No,900
F15,2,67inches,185 pounds,No,r,2,3,5,Planning,3,3.24,Olympic,72,2,F,No,No,600
F15,2,63inches,120 pounds,No,r,1,1,7,Planning,10,3.3,Academy,60,7,F,Yes,No,1000
F15,1,64inches,108 pounds,No,l,1,2,12,No,3,NA,Olympic,59,2,F,Yes,No,1500
F15,3,62inches,125 pounds,No,r,1,1,5,Yes,1,2.8,Olympic,64,8,F,No,No,1000
F15,2,71inches,220 pounds,No,r,2,1,15,No,10,NA,Olympic,52,0,M,Yes,Yes,650
F15,1,72inches,160 pounds,No,r,1,2,NA,No,NA,NA,Olympic,76,0,M,No,NA,1000
F15,2,71inches,173 pounds,No,NA,2,2,15,No,1,4,Nobel,86,0,M,Yes,No,0
F15,4,75inches,175 pounds,No,r,1,2,17,Yes,2,2.6,Olympic,62,2,M,Yes,Yes,1100
F15,4,65inches,155 pounds,Occasionally,r,1,1,6,Yes,NA,3.2,Nobel,80,0,M,No,No,600
F15,1,69inches,170 pounds,No,r,2,3,10,No,15,NA,Olympic,64,0,M,Yes,No,600
F15,1,71inches,180 pounds,No,r,2,3,5,No,3,NA,Nobel,60,0,M,Yes,No,800
F15,4,70inches,142 pounds,No,r,1,2,15,No,4,3.3,Olympic,54,2,F,Yes,No,400
F15,2,65inches,120 pounds,No,r,1,1,5,No,3,2.95,Olympic,71,6,F,Yes,No,NA
F15,1,70inches,200 pounds,No,r,2,2,7,No,2,NA,Olympic,86,0,M,Yes,No,900
F15,1,64inches,126 pounds,No,r,2,2,11,No,7,NA,Olympic,68,0,F,No,No,300
F15,3,63inches,135 pounds,No,l,6,6,0,No,NA,3.56,Nobel,86,4,F,No,No,300
F15,2,75inches,212 pounds,No,r,2,2,15,No,9,3.11,Olympic,67,0,M,Yes,No,1200
F15,3,67inches,135 pounds,No,l,2,1,5,Yes,6,3.4,Nobel,56,0,F,Yes,No,2000
F15,2,71inches,165 pounds,No,r,1,2,15,No,7,3,Olympic,60,0,M,Yes,No,500
F15,2,66inches,155 pounds,No,r,2,3,4,No,2,3.7,Nobel,70,3,F,No,No,700
F15,1,72inches,185 pounds,No,r,1,2,15,No,2,NA,Olympic,57,0,M,Yes,No,0
F15,3,73inches,180 pounds,No,NA,3,1,8,No,5,NA,Nobel,50,0,M,No,No,300
F15,2,74inches,185 pounds,No,r,1,1,6,No,2,3.3,Nobel,56,0,M,No,No,800
F15,3,70inches,150 pounds,No,r,1,1,10,No,0,3.6,Nobel,75,0,M,No,No,0
F15,3,66inches,160 pounds,No,r,2,2,3,Yes,4,3.72,Nobel,85,2,F,No,No,800
F15,3,70inches,150 pounds,Regular,r,2,2,5,Planning,10,2.9,Nobel,64,0,M,No,No,3000
F15,2,76inches,210 pounds,No,r,2,3,10,No,4,3.9,Olympic,81,0,M,Yes,No,1000
F15,3,63inches,145 pounds,No,l,1,2,6,No,3,3.1,Nobel,90,2,F,No,No,320
F15,3,70inches,165 pounds,Regular,r,1,2,7,No,20,3.3,Nobel,66,0,M,Yes,No,2000
F15,3,70inches,150 pounds,No,r,4,4,8,No,2,3,Nobel,52,0,M,No,No,1300
F15,1,68inches,132 pounds,Regular,r,3,2,10,No,3,NA,Olympic,59,2,F,Yes,No,800
F15,4,62inches,115 pounds,No,r,1,1,10,No,6,3.4,Olympic,66,6,F,No,No,1200
F15,2,69inches,170 pounds,No,r,3,2,21,No,10,2.88,Nobel,66,0,M,No,No,950
F15,2,65inches,235 pounds,No,r,1,1,5,No,4,3.2,Olympic,60,0,M,No,No,1100
F15,2,71inches,165 pounds,Occasionally,r,2,1,15,No,5,3.46,Olympic,92,0,M,Yes,No,1035
F15,4,71inches,212 pounds,No,r,1,1,4,No,5,3.6,Nobel,73,0,M,No,No,0
F15,3,75inches,185 pounds,No,r,2,1,10,No,1,3.03,NA,NA,NA,M,No,NA,NA
F15,2,62inches,130 pounds,No,r,2,3,3,No,2,3.4,Nobel,70,6,F,No,Yes,1000
F15,2,65inches,145 pounds,No,r,1,2,4,No,4,3.82,Nobel,80,2,F,No,No,600
F15,2,67inches,125 pounds,No,r,2,3,4,No,2,3.25,Nobel,80,9,F,No,No,1500
F15,3,61inches,138 pounds,No,r,3,1,4,No,16,3.6,Olympic,58,12,F,No,No,3400
F15,3,75inches,185 pounds,Occasionally,l,2,1,2,Yes,6,2.8,Olympic,54,0,M,No,No,1473
F15,3,67inches,146 pounds,No,r,1,2,20,No,1,3.2,Olympic,55,3,F,Yes,No,1277
F15,2,68inches,155 pounds,No,r,1,1,10,No,8,3.25,Nobel,60,6,F,No,Yes,1200
F15,2,66inches,150 pounds,No,r,3,4,5,No,2,3,Nobel,58,5,F,No,Yes,800
F15,3,69inches,153 pounds,No,l,1,1,20,No,5,3.3,Olympic,51,0,M,Yes,No,764
F15,2,63inches,120 pounds,No,r,3,1,20,No,50,2.9,Olympic,58,3,F,Yes,No,600
F15,2,65inches,145 pounds,No,r,1,2,4,Planning,7,3,Olympic,NA,2,F,No,No,600
F15,2,74inches,170 pounds,No,r,3,4,18,Yes,18,3.1,Olympic,55,2,M,NA,Yes,0
F15,2,68inches,140 pounds,No,r,1,2,10,No,2,2.75,Olympic,69,4,F,Yes,No,500
F15,4,60inches,125 pounds,No,r,1,2,5,No,7,3.4,Academy,71,4,F,No,No,200
F15,2,68inches,125 pounds,No,r,2,2,5,No,2,2.5,Olympic,77,5,F,Yes,No,450
F15,2,72inches,173 pounds,No,r,2,1,21,Planning,4,3,Nobel,52,0,M,Yes,No,500
F15,2,66inches,120 pounds,No,r,1,1,11,Planning,2,3.5,Nobel,61,4,F,Yes,No,600
F15,2,63inches,120 pounds,No,r,1,1,12,No,10,3,Olympic,58,6,F,No,No,2500
F15,2,64inches,125 pounds,No,r,5,5,7,Planning,10,3.6,Nobel,87,2,F,No,No,950
F15,3,64inches,135 pounds,No,r,1,2,10,No,5,3.45,Nobel,78,5,F,No,Yes,1500
F15,2,67inches,175 pounds,No,r,3,4,14,No,7,3.1,Olympic,50,NA,F,Yes,No,1200
F15,3,66inches,160 pounds,No,r,1,1,15,No,5,3,Olympic,63,2,F,Yes,No,800
F15,1,64inches,115 pounds,No,r,2,1,12,Yes,2,NA,Academy,74,4,F,No,No,1400
F15,3,70inches,150 pounds,No,r,2,2,3,Yes,3,2.8,Nobel,84,3,F,No,No,1000
F15,3,70inches,192 pounds,No,r,1,1,20,No,20,3.23,Nobel,52,0,M,No,No,1450
F15,1,66inches,160 pounds,No,r,1,2,4,No,2,NA,Nobel,64,6,F,No,No,500
F15,3,68inches,150 pounds,No,l,2,3,10,Yes,3,3,Olympic,56,0,M,No,No,853
F15,1,66inches,130 pounds,No,l,2,1,10,Planning,8,NA,Olympic,65,6,F,Yes,No,2000
F15,2,62inches,155 pounds,No,r,2,2,5,No,2,3,Nobel,64,3,F,No,No,150
F15,1,71inches,175 pounds,No,r,2,1,6,Planning,6,NA,Nobel,NA,0,M,No,No,450
F15,2,71inches,151 pounds,No,r,1,1,25,No,6,3.4,Olympic,66,0,M,No,No,400
F15,2,71inches,160 pounds,No,r,2,1,NA,No,5,3.5,Nobel,82,6,F,No,No,NA
F15,1,65inches,118 pounds,No,r,1,2,5,No,3,NA,Olympic,72,2,F,No,No,200
F15,1,61inches,110 pounds,No,r,3,3,6,No,2,NA,Academy,63,4,F,No,No,1200
F15,1,67inches,150 pounds,No,r,1,2,7,No,21,NA,Olympic,80,0,M,Yes,No,500
F15,3,62inches,135 pounds,No,r,1,1,6,No,8,3.9,Nobel,103,5,F,No,No,350
F15,1,68inches,137 pounds,Occasionally,r,3,2,6,No,5,NA,Nobel,48,0,M,No,Yes,1000
F15,3,63inches,145 pounds,No,r,2,1,21,No,4,2.7,Olympic,66,2,F,Yes,No,40
F15,2,70inches,213 pounds,Occasionally,r,2,1,10,No,25,2.87,Academy,52,0,M,No,No,1007
F15,2,72inches,155 pounds,No,r,2,1,10,Planning,15,3,Nobel,60,0,M,No,No,1000
F15,2,69inches,220 pounds,No,r,2,3,10,No,14,2.7,Olympic,80,0,M,Yes,No,1000
F15,2,68inches,155 pounds,No,r,0,NA,8,Planning,3,3,Olympic,59,5,F,Yes,No,1080
F15,2,58inches,150 pounds,No,r,2,2,14,No,9,3.44,Olympic,66,2,F,Yes,Yes,1230
F15,1,76inches,205 pounds,No,r,3,2,9,No,5,NA,Nobel,72,0,M,Yes,No,600
F15,2,67inches,136 pounds,No,l,3,1,4,Planning,4,3.25,Nobel,62,4,F,No,No,1500
F15,2,75inches,210 pounds,Occasionally,r,1,1,10,Planning,5,3.3,Academy,74,2,M,No,Yes,1560
F15,2,65inches,122 pounds,No,r,1,2,4,Planning,3,3.5,Academy,64,3,F,No,No,1000
F15,1,69inches,160 pounds,No,r,1,2,10,No,20,NA,Olympic,38,0,M,No,No,322
F15,2,61inches,155 pounds,No,r,1,2,NA,Planning,3,3.2,Olympic,66,0,M,No,No,900
F15,1,66inches,130 pounds,No,r,2,3,10,No,5,NA,Olympic,54,0,F,Yes,No,400
F15,2,NAinches,NA pounds,No,r,2,2,4,No,5,NA,Olympic,NA,0,M,No,No,580
F15,2,71inches,175 pounds,No,r,2,1,10,No,6,NA,Olympic,68,0,M,No,No,1000
F15,4,63inches,125 pounds,No,r,1,1,10,No,2,3.3,Nobel,80,5,F,No,No,800
F15,1,63inches,121 pounds,No,r,1,1,3,No,5,NA,Academy,NA,3,F,No,No,770
F15,1,67inches,125 pounds,No,r,4,5,4,No,5,NA,Olympic,78,3,F,No,No,900
F15,3,68inches,185 pounds,No,r,1,1,6,Yes,10,3,Olympic,90,5,F,No,No,200
F15,1,72inches,168 pounds,No,l,2,2,15,No,5,NA,Olympic,50,0,M,Yes,Yes,300
F15,3,66inches,135 pounds,No,r,2,1,10,No,7,3,Nobel,75,2,F,No,No,500
F15,3,67inches,135 pounds,No,r,1,1,7,No,4,3.36,Olympic,70,2,F,Yes,No,500
F15,1,70inches,130 pounds,No,r,1,2,7,No,10,4,Nobel,76,2,M,Yes,Yes,250
F15,2,64inches,110 pounds,No,r,1,1,6,No,6,3.5,Nobel,66,0,F,No,No,300
F15,2,62inches,120 pounds,No,r,1,2,5,Planning,5,3.4,Nobel,36,3,F,No,No,800
F15,3,74inches,215 pounds,No,r,2,2,10,No,2,NA,Nobel,NA,0,M,Yes,No,1100
F15,1,72inches,160 pounds,No,l,1,2,14,No,7,NA,Olympic,79,0,M,Yes,No,360
F15,3,73inches,200 pounds,No,r,2,1,20,No,10,3,Olympic,68,0,M,Yes,No,400
F15,2,72inches,167 pounds,No,r,1,1,3,Planning,10,2.9,Nobel,60,0,M,No,No,300
F15,3,75inches,180 pounds,No,l,2,1,5,Yes,15,3.63,Nobel,68,0,M,No,No,1036
F15,2,69inches,130 pounds,No,r,1,2,10,No,6,3.8,Nobel,66,0,F,Yes,No,1000
F15,2,72inches,175 pounds,No,r,2,3,10,No,25,2.9,Olympic,90,NA,M,No,No,NA
F15,1,68inches,158 pounds,No,r,1,1,16,No,2,NA,Olympic,68,0,M,Yes,No,600
F15,2,73inches,175 pounds,No,r,3,2,7,Planning,10,3.6,Olympic,58,0,M,No,No,1140
F15,1,76inches,255 pounds,No,r,1,2,3,No,10,NA,Nobel,51,0,M,No,No,365
F15,1,70inches,135 pounds,No,r,3,1,5,No,3,NA,Olympic,NA,0,M,No,No,300
F15,1,63inches,110 pounds,No,r,1,2,4,No,6,NA,Academy,60,5,F,No,No,230
F15,2,63inches,115 pounds,No,r,1,2,12,No,1,3,Olympic,80,2,F,Yes,No,350
F15,2,65inches,125 pounds,No,r,2,2,14,No,2,3.2,Olympic,65,9,F,Yes,Yes,350
F15,1,64inches,110 pounds,No,r,4,1,3,No,4,NA,Academy,110,2,F,No,No,800
F15,3,76inches,196 pounds,No,r,2,2,20,No,16,3.1,Olympic,46,0,M,Yes,No,800
F15,2,66inches,130 pounds,No,r,1,1,3,No,2,2.65,Olympic,42,0,M,No,No,1000
F15,1,68inches,190 pounds,No,r,2,1,0.5,No,5,NA,Nobel,72,2,F,No,No,250
S16,2,66inches,140 pounds,No,r,2,3,14,Yes,3,3.5,Olympic,70,2,F,Yes,No,250
S16,3,64inches,105 pounds,No,r,3,4,9,No,1,3.62,Academy,55,0,F,No,No,350
S16,1,69inches,169 pounds,No,l,1,2,15,No,10,3.64,Nobel,75,6,F,No,No,500
S16,1,73inches,225 pounds,No,l,2,1,13,No,4,3.1,Olympic,74,0,M,Yes,No,541
S16,1,73inches,210 pounds,No,r,1,2,8,No,7,2.75,Olympic,60,0,M,Yes,No,300
S16,1,64inches,144 pounds,No,r,0,1,14,No,6,3.5,Nobel,66,4,F,Yes,No,500
S16,2,66inches,130 pounds,No,r,1,1,7,No,1,3.83,Nobel,87,2,F,Yes,No,400
S16,1,68inches,137 pounds,No,r,2,2,3,No,7,4,Nobel,72,0,M,No,No,0
S16,1,66inches,118 pounds,No,r,2,2,2,No,4,3.67,Nobel,60,0,F,No,No,900
S16,1,63inches,120 pounds,No,r,2,1,16,No,5,3.5,Olympic,78,6,F,Yes,Yes,700
S16,1,64inches,160 pounds,No,r,3,2,4,No,2,3.4,Nobel,NA,2,F,No,No,400
S16,2,62inches,135 pounds,No,r,2,2,21,Yes,3,3.5,Nobel,65,3,F,Yes,Yes,600
S16,1,69inches,180 pounds,No,r,2,3,4,No,15,3.4,Nobel,69,2,F,No,No,400
S16,1,63inches,130 pounds,No,r,0,1,15,No,5,3.25,Nobel,61,0,F,Yes,No,550
S16,1,60inches,100 pounds,No,r,3,3,0,No,1,3.5,Nobel,NA,6,F,Yes,No,700
S16,1,68inches,160 pounds,No,r,1,1,10,No,5,3.5,Olympic,80,0,M,No,Yes,500
S16,1,67inches,160 pounds,No,r,1,2,2,No,15,3.5,Academy,67,4,F,No,No,300
S16,1,67inches,115 pounds,No,r,1,1,5,No,10,3.5,Academy,59,2,F,No,No,200
S16,3,65inches,134 pounds,No,r,1,1,4,No,22,3.02,Nobel,67,4,F,No,Yes,295
S16,2,69inches,170 pounds,No,r,1,1,5,No,2,3.85,Nobel,90,0,M,No,No,600
S16,1,69inches,175 pounds,No,r,2,3,6,No,12,3.2,Nobel,60,NA,M,No,No,600
S16,1,70inches,170 pounds,No,r,3,1,12,No,5,3.8,Nobel,73,2,F,Yes,No,280
S16,1,67inches,190 pounds,No,r,1,1,20,No,6,3.58,Olympic,50,2,F,Yes,No,425
S16,1,64inches,125 pounds,No,r,1,2,6,No,6,3.87,Academy,92,4,F,No,Yes,200
S16,1,66inches,135 pounds,No,r,2,2,2,No,3,3,Nobel,NA,4,F,No,No,600
S16,1,64inches,116 pounds,No,r,1,2,2,No,4,NA,Nobel,70,5,F,No,No,996
S16,3,66inches,120 pounds,No,r,1,2,8,Yes,4,3.6,Nobel,70,3,F,No,No,1200
S16,1,70inches,160 pounds,No,r,1,2,8,No,7,3.62,Olympic,120,0,M,Yes,No,1000
S16,2,69inches,160 pounds,No,r,1,2,15,Yes,5,2.9,Olympic,65,1,F,Yes,No,1200
S16,1,74inches,215 pounds,No,r,3,2,14,No,4,2.4,Nobel,62,0,M,Yes,No,1000
S16,2,70inches,185 pounds,No,r,0,1,15,No,20,3.2,Olympic,75,0,M,Yes,No,600
S16,2,62inches,120 pounds,No,r,3,3,6,Planning,8,3.3,Olympic,67,4,F,No,Yes,800
S16,1,71inches,155 pounds,No,r,1,1,7,No,10,3.44,Olympic,75,0,M,No,No,250
S16,1,68inches,175 pounds,No,l,3,3,2,No,10,3.25,Academy,53,6,F,No,No,490
S16,3,67inches,NA pounds,No,l,0,1,5,No,10,3,Nobel,75,2,F,No,No,270
S16,2,70inches,235 pounds,No,r,0,1,15,No,5,3.13,Nobel,NA,2,M,Yes,Yes,1000
S16,1,70inches,183 pounds,No,r,1,1,12,No,5,3.1,Olympic,54,NA,M,Yes,No,900
S16,1,66inches,127 pounds,No,r,1,1,8,No,6,3.06,Nobel,62,6,F,Yes,Yes,1300
S16,1,69inches,154 pounds,No,r,0,1,1,No,20,3.55,Academy,80,5,F,No,Yes,0
S16,1,70inches,185 pounds,No,r,0,1,15,No,3,3.2,Olympic,NA,0,M,No,No,700
S16,1,64inches,115 pounds,No,r,1,1,9,No,4,2.9,Olympic,74,5,F,Yes,No,998
S16,2,NAinches,140 pounds,No,r,4,3,12,No,4,3.2,NA,62,7,F,Yes,Yes,300
S16,2,71inches,185 pounds,No,r,4,5,8,Yes,10,3.4,Nobel,70,0,M,No,No,1044
S16,2,69inches,140 pounds,No,r,2,2,0,No,20,2.6,Olympic,70,0,M,No,No,600
S16,1,70inches,140 pounds,No,r,5,6,4,Planning,4,3.76,Olympic,80,8,F,No,No,850
S16,1,72inches,168 pounds,No,l,1,1,3.5,No,4,3.2,Olympic,NA,0,M,No,No,550
S16,1,65inches,160 pounds,No,r,1,1,8.5,Planning,3,2.61,Olympic,80,2,F,Yes,No,1100
S16,1,70inches,135 pounds,No,r,1,1,5,No,5,3.39,Olympic,30,0,M,Yes,No,1000
S16,1,68inches,159 pounds,No,r,1,1,12,No,1,3.3,Nobel,NA,2,F,Yes,No,300
S16,1,67inches,150 pounds,No,r,3,4,8.5,No,15,3.2,Nobel,50,7,F,Yes,No,500
S16,1,68inches,152 pounds,No,r,2,2,3,No,10,2.8,Olympic,48,0,M,No,No,870
S16,1,69inches,160 pounds,No,l,1,1,9,Planning,6,2,Olympic,45,0,M,No,No,1200
S16,1,76inches,170 pounds,No,r,2,3,16,No,14,2.6,Olympic,62,0,M,Yes,No,900
S16,1,59inches,155 pounds,No,r,1,2,3,No,3,2.57,Academy,43,0,M,No,No,1000
S16,1,65inches,150 pounds,No,r,2,2,7,No,15,3.44,Nobel,70,2,F,No,Yes,609
S16,1,63inches,165 pounds,No,r,1,1,4,No,20,3.53,Nobel,87,4,F,No,No,250
S16,1,72inches,210 pounds,Occasionally,r,2,2,5,No,6,3.94,Nobel,72,0,M,No,No,500
S16,3,68inches,150 pounds,No,l,7,5,4,No,3,3.52,Olympic,85,2,F,No,No,500
S16,4,68inches,130 pounds,No,r,2,1,12,No,9,3.6,Olympic,61,2,F,Yes,No,800
S16,2,66inches,130 pounds,No,r,1,2,2,Yes,1,3.5,Nobel,124,0,F,No,No,500
S16,1,61inches,105 pounds,No,r,2,2,2,No,10,2.91,Academy,75,2,F,No,No,100
S16,1,73inches,144 pounds,No,r,1,1,16,No,7,3.66,Academy,62,NA,M,Yes,No,500
S16,3,75inches,225 pounds,No,r,2,2,5,No,6,3.2,Nobel,52,1,M,No,No,900
S16,1,70inches,200 pounds,No,r,3,2,4,No,10,3.41,Nobel,92,4,F,No,No,400
S16,1,73inches,150 pounds,No,r,1,1,15,No,16,3.67,Nobel,80,0,M,Yes,No,500
S16,1,71inches,210 pounds,No,r,1,2,5,No,15,3.25,Olympic,92,0,M,No,No,700
S16,1,71inches,185 pounds,No,l,2,1,20,No,5,3.11,Nobel,60,0,M,Yes,No,0
S16,1,61inches,100 pounds,No,r,0,1,3,No,2,3.72,Nobel,83,2,F,No,No,900
S16,1,65inches,136 pounds,No,l,2,2,3,No,14,3.95,Nobel,NA,2,F,No,No,600
S16,1,66inches,150 pounds,No,r,2,3,12,No,1,3.2,Olympic,64,2,F,Yes,No,550
S16,1,73inches,180 pounds,No,r,2,1,15,No,2,NA,Olympic,54,0,M,Yes,No,0
S16,1,69inches,150 pounds,No,r,3,4,7,No,1,3.25,Olympic,99,5,F,No,No,300
